id;locale;code;gmt;order_fee;user_cash
81095624;ID;blogs;2016/3/1 13:40;63.283;37778.11579
248621995;ID;blogs;2016/3/1 13:39;63.283;104.41695
81095624;ID;blogs;2016/3/1 11:34;0;262.371318
248621995;ID;blogs;2016/3/1 11:33;0;0
519476377;SG;blogs;2016/3/1 9:06;0;0
304048600;MY;blogs;2016/3/1 0:48;0;133.70223
741473793;IL;blogs;2016/2/28 17:11;0;0
170848174;TW;blogs;2016/2/28 15:47;0;0
170848174;TW;blogs;2016/2/28 15:46;0;0
797297145;IN;blogs;2016/2/28 15:08;0;0
923692393;SG;blogs;2016/2/28 13:48;0;136.438148
956218963;PH;blogs;2016/2/28 13:37;0;0
522024422;MO;blogs;2016/2/27 23:21;0;0
210097139;US;ads;2016/2/27 17:52;629.96;636.225017
210097139;US;ads;2016/2/27 17:37;629.96;629.96
4451554;US;ads;2016/2/27 16:29;629.96;242607.7044
532807528;US;blogs;2016/2/27 9:56;0;0
532807528;US;blogs;2016/2/26 16:49;0;0
532807528;US;blogs;2016/2/26 16:48;0;0
532807528;US;blogs;2016/2/26 16:48;0;0
532807528;US;blogs;2016/2/26 16:12;0;0
442482286;US;blogs;2016/2/24 16:29;0;0
152251881;GB;blogs;2016/2/23 22:47;0;0
835660050;GB;ads;2016/2/23 6:13;755.952;755.952
592617465;GB;ads;2016/2/22 19:15;755.952;755.952
135742357;FR;blogs;2016/2/22 16:02;75.5952;75.5952
245742330;DE;blogs;2016/2/22 4:52;74.96524;74.96524
376844402;ES;blogs;2016/2/22 1:58;0;0
567522366;AE;blogs;2016/2/21 18:56;0;0
729030081;US;blogs;2016/2/21 17:18;0;0
376844402;ES;blogs;2016/2/21 2:25;0;0
135742357;FR;blogs;2016/2/21 0:26;0;0
135742357;FR;blogs;2016/2/20 23:20;75.5952;75.5952
487165497;AU;blogs;2016/2/20 7:08;0;0
16071247;IN;blogs;2016/2/19 15:47;0;0
765151630;IN;blogs;2016/2/18 0:35;0;0
765151630;IN;blogs;2016/2/18 0:34;0;0
504051720;US;blogs;2016/2/17 15:53;0;4717.337528
729030081;US;blogs;2016/2/17 15:51;0;0
118382248;US;blogs;2016/2/16 3:30;0;0
118382248;US;blogs;2016/2/16 3:29;0;0
118382248;US;blogs;2016/2/16 3:28;0;0
118382248;US;blogs;2016/2/16 3:27;0;0
778105066;US;ads;2016/2/15 22:58;629.96;629.96
704120512;IN;blogs;2016/2/15 22:21;0;0
675904329;IN;blogs;2016/2/15 14:49;62.996;62.996
675904329;IN;blogs;2016/2/15 14:36;0;0
544931979;US;ads;2016/2/15 13:46;629.96;1259.92
487165497;AU;blogs;2016/2/15 9:29;0;0
487165497;AU;blogs;2016/2/15 9:27;0;0
567522366;AE;blogs;2016/2/13 16:35;0;0
559969234;IN;blogs;2016/2/13 15:44;0;40.9474
559969234;IN;blogs;2016/2/13 15:42;0;0
884709131;GB;blogs;2016/2/12 19:18;0;0
692467689;GB;ads;2016/2/12 17:31;755.952;755.952
487165497;AU;blogs;2016/2/12 11:15;0;0
521890343;MY;blogs;2016/2/12 10:56;0;884.549561
521890343;MY;blogs;2016/2/12 10:55;0;0
384239307;GB;ads;2016/2/12 5:32;755.952;755.952
729411290;GB;ads;2016/2/12 2:54;755.952;755.952
38091466;US;blogs;2016/2/12 1:22;0;0
866112060;US;blogs;2016/2/11 12:31;0;5008.807102
109262052;GB;ads;2016/2/11 2:18;755.952;755.952
